Account,Invoice number,Invoice Date,Year,Month,Product,Quantity, Invoice amount 
1909,3141236,23/11/2011,2011,11,235,217," $18,445.00 "
1447,3270379,23/11/2011,2011,11,148,84," $11,734.80 "
1584,3699958,22/11/2011,2011,11,296,15," $3,708.00 "
1176,3499940,22/11/2011,2011,11,299,280," $53,044.44 "
1464,3608939,22/11/2011,2011,11,117,27," $8,478.00 "
1614,3807900,22/11/2011,2011,11,296,102," $25,214.40 "
1735,3037090,22/11/2011,2011,11,125,50," $6,600.00 "
1856,3122494,22/11/2011,2011,11,235,58," $4,930.00 "
1176,3123801,22/11/2011,2011,11,251,44," $7,040.00 "
1104,3701032,21/11/2011,2011,11,100,120," $38,760.00 "
1584,3669086,21/11/2011,2011,11,228,12," $1,545.00 "
1447,3335061,21/11/2011,2011,11,288,7, $852.09 
1447,3169217,21/11/2011,2011,11,173,81," $27,657.82 "
1629,3059891,21/11/2011,2011,11,227,85," $5,355.00 "
1721,3538068,21/11/2011,2011,11,119,232," $63,525.82 "
1281,3984821,20/11/2011,2011,11,285,255," $35,329.09 "
1803,3389549,20/11/2011,2011,11,139,26," $2,108.89 "
1801,3460342,20/11/2011,2011,11,172,266," $80,670.55 "
1894,3650103,20/11/2011,2011,11,252,241," $48,513.30 "
1790,3288300,20/11/2011,2011,11,285,32," $4,433.45 "
1259,3809590,20/11/2011,2011,11,139,275," $22,305.56 "
1551,3167857,20/11/2011,2011,11,267,289," $63,869.00 "
1496,3793512,19/11/2011,2011,11,254,58," $16,519.45 "
1184,3236753,19/11/2011,2011,11,217,103," $33,063.00 "
1815,3797264,19/11/2011,2011,11,223,27," $3,408.75 "
1909,3582537,18/11/2011,2011,11,140,23," $8,875.13 "
1760,3623576,18/11/2011,2011,11,255,175," $44,100.00 "
1955,3862568,18/11/2011,2011,11,173,261," $89,119.64 "
1148,3499787,17/11/2011,2011,11,284,171," $9,296.18 "
1606,3289245,17/11/2011,2011,11,140,82," $31,641.75 "
1281,3287473,17/11/2011,2011,11,117,176," $55,264.00 "
1617,3901538,17/11/2011,2011,11,148,146," $20,396.20 "
1790,3748496,17/11/2011,2011,11,157,4," $1,060.89 "
1790,3343483,17/11/2011,2011,11,250,268," $79,060.00 "
1608,3826553,16/11/2011,2011,11,180,233," $28,542.50 "
1909,3986390,16/11/2011,2011,11,148,235," $32,829.50 "
1569,3765269,16/11/2011,2011,11,288,92," $11,198.91 "
1392,3907970,16/11/2011,2011,11,223,256," $32,320.00 "
1794,3159636,16/11/2011,2011,11,284,157," $8,535.09 "
1183,3288151,16/11/2011,2011,11,140,202," $77,946.75 "
1611,3977069,16/11/2011,2011,11,141,79," $16,827.00 "
1455,3541613,16/11/2011,2011,11,299,133," $25,196.11 "
1059,3894053,16/11/2011,2011,11,180,127," $15,557.50 "
1522,3618356,16/11/2011,2011,11,210,42," $3,894.55 "
1187,3090386,16/11/2011,2011,11,243,50," $12,150.00 "
1945,3384217,16/11/2011,2011,11,166,291," $84,026.25 "
1586,3995029,15/11/2011,2011,11,210,84," $7,789.09 "
1331,3172951,15/11/2011,2011,11,140,279," $107,659.13 "
1522,3727721,15/11/2011,2011,11,235,12," $1,020.00 "
1600,3995959,14/11/2011,2011,11,276,141," $20,938.50 "
1979,3088616,14/11/2011,2011,11,149,253," $34,661.00 "
1259,3804390,14/11/2011,2011,11,139,213," $17,276.67 "
1629,3321264,14/11/2011,2011,11,285,180," $24,938.18 "
1591,3978821,14/11/2011,2011,11,184,115," $38,553.75 "
1443,3249657,13/11/2011,2011,11,261,330," $104,148.00 "
1138,3247053,13/11/2011,2011,11,166,101," $29,163.75 "
1138,3035611,13/11/2011,2011,11,108,275," $16,133.33 "
1801,3502193,13/11/2011,2011,11,186,213," $42,653.25 "
1104,3969614,13/11/2011,2011,11,220,173," $33,086.25 "
1551,3426532,13/11/2011,2011,11,100,143," $46,189.00 "
1617,3182687,12/11/2011,2011,11,193,120," $10,935.00 "
1628,3275204,12/11/2011,2011,11,217,72," $23,112.00 "
1235,3045688,12/11/2011,2011,11,243,209," $50,787.00 "
1125,3722458,12/11/2011,2011,11,276,28," $4,158.00 "
1958,3943105,11/11/2011,2011,11,276,174," $25,839.00 "
1614,3201304,11/11/2011,2011,11,139,176," $14,275.56 "
1586,3413135,11/11/2011,2011,11,169,75," $11,400.00 "
1465,3691479,11/11/2011,2011,11,113,220," $28,160.00 "
1750,3088708,11/11/2011,2011,11,235,288," $24,480.00 "
1735,3844475,11/11/2011,2011,11,106,40," $9,640.00 "
1575,3124519,11/11/2011,2011,11,107,10, $730.00 
1166,3074537,10/11/2011,2011,11,180,254," $31,115.00 "
1077,3335594,9/11/2011,2011,11,225,24," $2,317.33 "
1750,3480544,9/11/2011,2011,11,260,288," $45,000.00 "
1894,3430241,9/11/2011,2011,11,100,264," $85,272.00 "
1375,3750009,9/11/2011,2011,11,284,252," $13,699.64 "
1259,3304889,9/11/2011,2011,11,159,248," $31,310.00 "
1612,3402288,9/11/2011,2011,11,281,174," $27,840.00 "
1591,3300707,8/11/2011,2011,11,271,186," $37,335.27 "
1443,3053058,8/11/2011,2011,11,243,174," $42,282.00 "
1973,3865311,8/11/2011,2011,11,215,140," $26,320.00 "
1104,3519268,8/11/2011,2011,11,107,112," $8,176.00 "
1130,3707905,8/11/2011,2011,11,281,141," $22,560.00 "
1125,3649281,8/11/2011,2011,11,206,26," $6,977.45 "
1191,3911959,8/11/2011,2011,11,146,278," $73,515.56 "
1909,3608570,7/11/2011,2011,11,203,99," $5,049.00 "
1750,3498150,7/11/2011,2011,11,250,289," $85,255.00 "
1522,3587392,7/11/2011,2011,11,139,237," $19,223.33 "
1721,3830179,7/11/2011,2011,11,286,253," $59,277.90 "
1794,3440255,7/11/2011,2011,11,296,35," $8,652.00 "
1936,3916723,7/11/2011,2011,11,119,206," $56,406.55 "
1586,3550660,6/11/2011,2011,11,139,109," $8,841.11 "
1886,3938582,6/11/2011,2011,11,180,221," $27,072.50 "
1611,3908762,6/11/2011,2011,11,285,20," $2,770.91 "
1886,3995802,6/11/2011,2011,11,207,33," $11,398.20 "
1606,3545229,6/11/2011,2011,11,118,176," $46,894.22 "
1038,3650805,6/11/2011,2011,11,148,126," $17,602.20 "
1958,3592157,5/11/2011,2011,11,125,131," $17,292.00 "
1551,3749786,5/11/2011,2011,11,223,209," $26,386.25 "
1591,3234775,5/11/2011,2011,11,102,89," $21,973.11 "
1392,3927814,5/11/2011,2011,11,271,233," $46,769.45 "
1614,3812219,4/11/2011,2011,11,114,190," $21,090.00 "
1392,3546830,4/11/2011,2011,11,288,261," $31,770.82 "
1158,3926773,4/11/2011,2011,11,107,248," $18,104.00 "
1613,3699645,4/11/2011,2011,11,184,278," $93,199.50 "
1331,3999960,4/11/2011,2011,11,255,266," $67,032.00 "
1838,3146528,4/11/2011,2011,11,102,267," $65,919.33 "
1682,3046496,3/11/2011,2011,11,172,266," $80,670.55 "
1077,3503330,3/11/2011,2011,11,259,138," $51,004.80 "
1092,3467374,3/11/2011,2011,11,254,95," $27,057.73 "
1715,3324628,3/11/2011,2011,11,243,268," $65,124.00 "
1464,3110355,2/11/2011,2011,11,125,40," $5,280.00 "
1465,3566571,2/11/2011,2011,11,139,245," $19,872.22 "
1909,3948503,2/11/2011,2011,11,118,35," $9,325.56 "
1395,3963069,2/11/2011,2011,11,180,20," $2,450.00 "
1629,3425983,2/11/2011,2011,11,281,10," $1,600.00 "
1467,3826634,2/11/2011,2011,11,180,268," $32,830.00 "
1909,3236035,1/11/2011,2011,11,261,27," $8,521.20 "
1148,3659999,30/10/2011,2011,10,250,97," $28,615.00 "
1191,3416989,30/10/2011,2011,10,203,234," $11,934.00 "
1794,3455103,30/10/2011,2011,10,117,163," $51,182.00 "
1447,3650354,29/10/2011,2011,10,235,230," $19,550.00 "
1038,3163533,29/10/2011,2011,10,235,289," $24,565.00 "
1721,3964198,29/10/2011,2011,10,280,192," $50,827.64 "
1432,3087222,29/10/2011,2011,10,124,98," $9,702.00 "
1591,3667462,28/10/2011,2011,10,197,138," $5,545.09 "
1257,3576726,28/10/2011,2011,10,281,48," $7,680.00 "
1138,3254596,28/10/2011,2011,10,113,48," $6,144.00 "
1894,3810365,26/10/2011,2011,10,108,400," $23,466.67 "
1760,3886585,26/10/2011,2011,10,184,61," $20,450.25 "
1455,3495228,26/10/2011,2011,10,217,180," $57,780.00 "
1973,3305388,26/10/2011,2011,10,180,130," $15,925.00 "
1092,3686050,26/10/2011,2011,10,166,63," $18,191.25 "
1551,3113532,25/10/2011,2011,10,217,181," $58,101.00 "
1973,3514576,25/10/2011,2011,10,113,26," $3,328.00 "
1995,3271526,25/10/2011,2011,10,239,88," $14,423.20 "
1522,3820222,25/10/2011,2011,10,284,142," $7,719.64 "
1190,3351081,24/10/2011,2011,10,102,150," $37,033.33 "
1979,3950075,24/10/2011,2011,10,217,45," $14,445.00 "
1520,3195368,24/10/2011,2011,10,169,90," $13,680.00 "
1329,3508036,24/10/2011,2011,10,102,34," $8,394.22 "
1125,3326976,24/10/2011,2011,10,107,88," $6,424.00 "
1790,3632861,23/10/2011,2011,10,299,285," $53,991.67 "
1183,3854209,23/10/2011,2011,10,119,227," $62,156.73 "
1465,3746985,22/10/2011,2011,10,210,294," $27,261.82 "
1059,3937799,22/10/2011,2011,10,187,285," $77,900.00 "
1187,3704679,22/10/2011,2011,10,102,186," $45,921.33 "
1054,3104589,21/10/2011,2011,10,280,154," $40,768.00 "
1226,3040001,21/10/2011,2011,10,228,78," $10,042.50 "
1864,3387409,21/10/2011,2011,10,148,207," $28,917.90 "
1600,3625022,21/10/2011,2011,10,173,76," $25,950.55 "
1586,3540256,20/10/2011,2011,10,148,180," $25,146.00 "
1894,3474703,20/10/2011,2011,10,140,124," $47,848.50 "
1801,3529809,20/10/2011,2011,10,296,256," $63,283.20 "
1894,3586954,20/10/2011,2011,10,220,187," $35,763.75 "
1600,3453656,18/10/2011,2011,10,243,5," $1,215.00 "
1467,3515586,18/10/2011,2011,10,173,44," $15,024.00 "
1503,3246791,18/10/2011,2011,10,180,104," $12,740.00 "
1038,3604132,18/10/2011,2011,10,216,273," $85,176.00 "
1447,3839600,17/10/2011,2011,10,284,274," $14,895.64 "
1815,3483074,17/10/2011,2011,10,131,26," $10,140.00 "
1184,3221029,17/10/2011,2011,10,125,261," $34,452.00 "
1183,3186570,16/10/2011,2011,10,268,6, $662.40 
1190,3426601,16/10/2011,2011,10,250,123," $36,285.00 "
1329,3203231,15/10/2011,2011,10,215,65," $12,220.00 "
1190,3929436,15/10/2011,2011,10,108,181," $10,618.67 "
1612,3138285,15/10/2011,2011,10,110,125," $11,458.33 "
1864,3706899,14/10/2011,2011,10,139,127," $10,301.11 "
1465,3392795,14/10/2011,2011,10,184,120," $40,230.00 "
1693,3687277,14/10/2011,2011,10,184,211," $70,737.75 "
1503,3398971,14/10/2011,2011,10,148,206," $28,778.20 "
1137,3962434,14/10/2011,2011,10,280,281," $74,388.36 "
1790,3784492,12/10/2011,2011,10,157,109," $28,909.22 "
1803,3730895,12/10/2011,2011,10,124,256," $25,344.00 "
1886,3294592,12/10/2011,2011,10,166,16," $4,620.00 "
1803,3261426,12/10/2011,2011,10,246,172," $5,805.00 "
1735,3589841,11/10/2011,2011,10,196,139," $17,375.00 "
1575,3434900,11/10/2011,2011,10,230,214," $43,142.40 "
1806,3228014,11/10/2011,2011,10,166,215," $62,081.25 "
1395,3415087,11/10/2011,2011,10,125,97," $12,804.00 "
1392,3613123,10/10/2011,2011,10,102,50," $12,344.44 "
1947,3517136,10/10/2011,2011,10,268,75," $8,280.00 "
1958,3095457,10/10/2011,2011,10,149,35," $4,795.00 "
1463,3431936,10/10/2011,2011,10,173,220," $75,120.00 "
1600,3898025,10/10/2011,2011,10,246,93," $3,138.75 "
1613,3711994,9/10/2011,2011,10,122,191," $55,222.88 "
1441,3599401,9/10/2011,2011,10,184,253," $84,818.25 "
1856,3339235,9/10/2011,2011,10,108,3, $176.00 
1614,3283641,9/10/2011,2011,10,173,257," $87,753.82 "
1226,3295121,9/10/2011,2011,10,204,181," $27,874.00 "
1693,3163629,8/10/2011,2011,10,196,138," $17,250.00 "
1613,3706537,8/10/2011,2011,10,288,168," $20,450.18 "
1126,3129341,8/10/2011,2011,10,180,231," $28,297.50 "
1919,3411705,8/10/2011,2011,10,140,166," $64,055.25 "
1187,3954667,8/10/2011,2011,10,183,41," $7,558.91 "
1187,3574690,8/10/2011,2011,10,271,196," $39,342.55 "
1955,3376071,8/10/2011,2011,10,146,102," $26,973.33 "
1721,3982324,7/10/2011,2011,10,133,164," $35,351.11 "
1463,3365214,7/10/2011,2011,10,206,190," $50,989.09 "
1464,3766998,7/10/2011,2011,10,214,232," $36,540.00 "
1226,3956164,7/10/2011,2011,10,246,47," $1,586.25 "
1612,3271457,7/10/2011,2011,10,166,23," $6,641.25 "
1054,3635836,6/10/2011,2011,10,246,174," $5,872.50 "
1478,3755792,6/10/2011,2011,10,166,261," $75,363.75 "
1496,3799213,5/10/2011,2011,10,250,144," $42,480.00 "
1125,3535625,5/10/2011,2011,10,296,109," $26,944.80 "
1467,3172332,5/10/2011,2011,10,268,259," $28,593.60 "
1447,3245966,5/10/2011,2011,10,286,60," $14,058.00 "
1130,3883395,5/10/2011,2011,10,141,139," $29,607.00 "
1137,3285591,4/10/2011,2011,10,206,218," $58,503.27 "
1760,3158971,4/10/2011,2011,10,183,179," $33,001.09 "
1936,3721237,4/10/2011,2011,10,140,79," $30,484.13 "
1945,3517488,4/10/2011,2011,10,260,246," $38,437.50 "
1395,3449877,3/10/2011,2011,10,186,165," $33,041.25 "
1608,3012903,3/10/2011,2011,10,118,161," $42,897.56 "
1894,3050794,3/10/2011,2011,10,217,286," $91,806.00 "
1919,3918733,3/10/2011,2011,10,124,258," $25,542.00 "
1917,3626440,3/10/2011,2011,10,166,270," $77,962.50 "
1176,3890617,3/10/2011,2011,10,102,3, $740.67 
1077,3792706,3/10/2011,2011,10,193,279," $25,423.88 "
1059,3392958,2/10/2011,2011,10,148,53," $7,404.10 "
1715,3922053,2/10/2011,2011,10,223,70," $8,837.50 "
1677,3511532,2/10/2011,2011,10,119,14," $3,833.45 "
1629,3994150,2/10/2011,2011,10,107,152," $11,096.00 "
1790,3195495,1/10/2011,2011,10,284,197," $10,709.64 "
1629,3545580,1/10/2011,2011,10,228,168," $21,630.00 "
1693,3012279,30/09/2011,2011,9,206,12," $3,220.36 "
1281,3870935,30/09/2011,2011,9,215,240," $45,120.00 "
1329,3540247,30/09/2011,2011,9,139,245," $19,872.22 "
1412,3022853,30/09/2011,2011,9,267,284," $62,764.00 "
1331,3290805,29/09/2011,2011,9,157,56," $14,852.44 "
1947,3081737,29/09/2011,2011,9,191,280," $70,560.00 "
1077,3117786,29/09/2011,2011,9,261,143," $45,130.80 "
1455,3026345,28/09/2011,2011,9,140,122," $47,076.75 "
1801,3932485,28/09/2011,2011,9,216,31," $9,672.00 "
1677,3178299,28/09/2011,2011,9,148,284," $39,674.80 "
1052,3137912,28/09/2011,2011,9,141,135," $28,755.00 "
1629,3955883,27/09/2011,2011,9,281,137," $21,920.00 "
1187,3706705,27/09/2011,2011,9,113,49," $6,272.00 "
1454,3741944,26/09/2011,2011,9,261,230," $72,588.00 "
1520,3735297,25/09/2011,2011,9,299,271," $51,339.44 "
1148,3224807,25/09/2011,2011,9,260,200," $31,250.00 "
1522,3728597,24/09/2011,2011,9,251,52," $8,320.00 "
1628,3401456,24/09/2011,2011,9,102,219," $54,068.67 "
1148,3670362,24/09/2011,2011,9,227,160," $10,080.00 "
1257,3058998,24/09/2011,2011,9,288,240," $29,214.55 "
1864,3547819,24/09/2011,2011,9,148,83," $11,595.10 "
1386,3413960,24/09/2011,2011,9,196,5, $625.00 
1909,3046555,23/09/2011,2011,9,251,85," $13,600.00 "
1137,3901597,22/09/2011,2011,9,148,281," $39,255.70 "
1628,3724902,22/09/2011,2011,9,186,33," $6,608.25 "
1919,3714575,22/09/2011,2011,9,255,177," $44,604.00 "
1600,3201946,22/09/2011,2011,9,166,291," $84,026.25 "
1148,3076919,21/09/2011,2011,9,124,98," $9,702.00 "
1628,3029774,21/09/2011,2011,9,203,199," $10,149.00 "
1464,3248232,21/09/2011,2011,9,124,80," $7,920.00 "
1176,3591457,20/09/2011,2011,9,217,136," $43,656.00 "
1158,3884407,20/09/2011,2011,9,114,175," $19,425.00 "
1104,3937048,20/09/2011,2011,9,157,100," $26,522.22 "
1606,3670015,20/09/2011,2011,9,124,276," $27,324.00 "
1955,3097247,19/09/2011,2011,9,216,159," $49,608.00 "
1958,3932854,18/09/2011,2011,9,148,206," $28,778.20 "
1443,3965014,18/09/2011,2011,9,267,140," $30,940.00 "
1677,3246813,18/09/2011,2011,9,252,32," $6,441.60 "
1584,3629697,18/09/2011,2011,9,191,198," $49,896.00 "
1611,3465869,18/09/2011,2011,9,124,125," $12,375.00 "
1838,3355769,18/09/2011,2011,9,100,186," $60,078.00 "
1947,3785011,18/09/2011,2011,9,140,71," $27,397.13 "
1412,3865946,18/09/2011,2011,9,184,119," $39,894.75 "
1591,3724401,17/09/2011,2011,9,255,227," $57,204.00 "
1790,3780009,17/09/2011,2011,9,148,283," $39,535.10 "
1130,3337529,17/09/2011,2011,9,276,95," $14,107.50 "
1864,3242905,17/09/2011,2011,9,124,227," $22,473.00 "
1158,3459272,16/09/2011,2011,9,251,5, $800.00 
1856,3645248,16/09/2011,2011,9,157,105," $27,848.33 "
1455,3923158,16/09/2011,2011,9,184,253," $84,818.25 "
1441,3531823,16/09/2011,2011,9,131,251," $97,890.00 "
1693,3575812,16/09/2011,2011,9,107,271," $19,783.00 "
1158,3741027,15/09/2011,2011,9,100,159," $51,357.00 "
1386,3414577,15/09/2011,2011,9,131,19," $7,410.00 "
1454,3188387,15/09/2011,2011,9,288,238," $28,971.09 "
1386,3096235,15/09/2011,2011,9,159,89," $11,236.25 "
1693,3155934,15/09/2011,2011,9,255,193," $48,636.00 "
1575,3010562,15/09/2011,2011,9,246,23, $776.25 
1269,3725264,14/09/2011,2011,9,204,292," $44,968.00 "
1447,3497831,14/09/2011,2011,9,235,149," $12,665.00 "
1955,3033476,14/09/2011,2011,9,102,143," $35,305.11 "
1945,3235891,13/09/2011,2011,9,102,191," $47,155.78 "
1176,3218337,13/09/2011,2011,9,107,49," $3,577.00 "
1463,3299545,13/09/2011,2011,9,288,276," $33,596.73 "
1219,3538674,12/09/2011,2011,9,140,218," $84,120.75 "
1806,3060562,12/09/2011,2011,9,276,160," $23,760.00 "
1591,3420439,12/09/2011,2011,9,166,131," $37,826.25 "
1919,3766739,11/09/2011,2011,9,246,43," $1,451.25 "
1235,3081801,11/09/2011,2011,9,184,238," $79,789.50 "
1251,3455418,11/09/2011,2011,9,108,258," $15,136.00 "
1038,3624014,10/09/2011,2011,9,271,220," $44,160.00 "
1958,3689549,9/09/2011,2011,9,281,277," $44,320.00 "
1454,3783409,9/09/2011,2011,9,148,215," $30,035.50 "
1126,3948063,9/09/2011,2011,9,173,108," $36,877.09 "
1137,3681397,9/09/2011,2011,9,172,24," $7,278.55 "
1909,3649881,9/09/2011,2011,9,119,134," $36,691.64 "
1600,3533216,9/09/2011,2011,9,102,46," $11,356.89 "
1259,3097973,8/09/2011,2011,9,107,39," $2,847.00 "
1092,3312203,8/09/2011,2011,9,110,62," $5,683.33 "
1219,3307591,8/09/2011,2011,9,230,23," $4,636.80 "
1126,3495807,7/09/2011,2011,9,107,11, $803.00 
1677,3529258,7/09/2011,2011,9,207,100," $34,540.00 "
1432,3524208,6/09/2011,2011,9,159,139," $17,548.75 "
1790,3884769,6/09/2011,2011,9,214,134," $21,105.00 "
1612,3180557,5/09/2011,2011,9,184,117," $39,224.25 "
1794,3716134,5/09/2011,2011,9,131,265," $103,350.00 "
1750,3817461,5/09/2011,2011,9,184,176," $59,004.00 "
1735,3212590,5/09/2011,2011,9,251,209," $33,440.00 "
1126,3983420,5/09/2011,2011,9,250,26," $7,670.00 "
1038,3362701,5/09/2011,2011,9,196,103," $12,875.00 "
1259,3713468,5/09/2011,2011,9,299,112," $21,217.78 "
1148,3621586,5/09/2011,2011,9,215,144," $27,072.00 "
1219,3540141,5/09/2011,2011,9,261,241," $76,059.60 "
1815,3186407,4/09/2011,2011,9,284,32," $1,739.64 "
1955,3672528,4/09/2011,2011,9,124,29," $2,871.00 "
1715,3894840,4/09/2011,2011,9,285,62," $8,589.82 "
1187,3092365,4/09/2011,2011,9,139,286," $23,197.78 "
1815,3178642,3/09/2011,2011,9,203,20," $1,020.00 "
1917,3931140,3/09/2011,2011,9,139,94," $7,624.44 "
1392,3080569,3/09/2011,2011,9,170,144," $32,112.00 "
1392,3587061,3/09/2011,2011,9,271,105," $21,076.36 "
1611,3497387,3/09/2011,2011,9,250,22," $6,490.00 "
1677,3733103,3/09/2011,2011,9,172,41," $12,434.18 "
1386,3081487,3/09/2011,2011,9,140,129," $49,777.88 "
1630,3828829,2/09/2011,2011,9,250,238," $70,210.00 "
1478,3181464,2/09/2011,2011,9,203,232," $11,832.00 "
1551,3381669,2/09/2011,2011,9,284,193," $10,492.18 "
1386,3829751,2/09/2011,2011,9,250,178," $52,510.00 "
1945,3100224,2/09/2011,2011,9,141,80," $17,040.00 "
1190,3844582,2/09/2011,2011,9,271,212," $42,554.18 "
1257,3713175,2/09/2011,2011,9,113,201," $25,728.00 "
1432,3795672,2/09/2011,2011,9,204,253," $38,962.00 "
1838,3817794,1/09/2011,2011,9,203,203," $10,353.00 "
1629,3678932,1/09/2011,2011,9,173,1, $341.45 
1395,3925293,1/09/2011,2011,9,206,72," $19,322.18 "
1945,3927804,1/09/2011,2011,9,107,71," $5,183.00 "
1126,3417328,30/08/2011,2011,8,117,341," $107,074.00 "
1443,3030318,30/08/2011,2011,8,286,386," $90,439.80 "
1257,3858093,30/08/2011,2011,8,235,100," $8,500.00 "
1838,3607497,30/08/2011,2011,8,217,258," $82,818.00 "
1148,3775424,30/08/2011,2011,8,141,96," $20,448.00 "
1803,3693367,30/08/2011,2011,8,139,163," $13,221.11 "
1386,3133138,29/08/2011,2011,8,255,270," $68,040.00 "
1184,3272521,29/08/2011,2011,8,204,111," $17,094.00 "
1464,3121527,29/08/2011,2011,8,187,145," $39,633.33 "
1551,3343799,29/08/2011,2011,8,286,223," $52,248.90 "
1760,3090793,28/08/2011,2011,8,267,165," $36,465.00 "
1886,3843593,28/08/2011,2011,8,148,64," $8,940.80 "
1909,3760180,28/08/2011,2011,8,288,155," $18,867.73 "
1586,3894379,28/08/2011,2011,8,139,36," $2,920.00 "
1463,3967926,28/08/2011,2011,8,180,182," $22,295.00 "
1520,3537264,27/08/2011,2011,8,239,97," $15,898.30 "
1894,3496575,27/08/2011,2011,8,105,112," $48,580.00 "
1794,3721621,26/08/2011,2011,8,183,177," $32,632.36 "
1125,3252864,26/08/2011,2011,8,286,299," $70,055.70 "
1569,3897373,26/08/2011,2011,8,261,286," $90,261.60 "
1995,3603310,26/08/2011,2011,8,217,151," $48,471.00 "
1038,3591660,26/08/2011,2011,8,276,277," $41,134.50 "
1600,3937873,25/08/2011,2011,8,119,34," $9,309.82 "
1454,3620665,25/08/2011,2011,8,203,117," $5,967.00 "
1584,3438804,25/08/2011,2011,8,271,100," $20,072.73 "
1465,3454153,25/08/2011,2011,8,251,128," $20,480.00 "
1454,3864585,25/08/2011,2011,8,131,137," $53,430.00 "
1257,3279606,24/08/2011,2011,8,250,305," $89,975.00 "
1259,3544862,24/08/2011,2011,8,260,48," $7,500.00 "
1801,3090705,24/08/2011,2011,8,170,89," $19,847.00 "
1909,3990460,24/08/2011,2011,8,105,248," $107,570.00 "
1395,3886745,23/08/2011,2011,8,114,217," $24,087.00 "
1864,3726369,23/08/2011,2011,8,217,191," $61,311.00 "
1575,3908392,23/08/2011,2011,8,169,80," $12,160.00 "
1447,3998044,22/08/2011,2011,8,250,42," $12,390.00 "
1184,3460154,22/08/2011,2011,8,214,152," $23,940.00 "
1803,3384325,22/08/2011,2011,8,285,69," $9,559.64 "
1038,3545333,22/08/2011,2011,8,239,77," $12,620.30 "
1441,3959839,22/08/2011,2011,8,193,108," $9,841.50 "
1958,3923062,22/08/2011,2011,8,285,112," $15,517.09 "
1608,3884169,22/08/2011,2011,8,239,18," $2,950.20 "
1052,3096011,21/08/2011,2011,8,141,145," $30,885.00 "
1148,3134804,21/08/2011,2011,8,251,18," $2,880.00 "
1856,3139672,21/08/2011,2011,8,108,270," $15,840.00 "
1629,3126819,21/08/2011,2011,8,296,230," $56,856.00 "
1887,3746260,21/08/2011,2011,8,166,291," $84,026.25 "
1600,3772984,21/08/2011,2011,8,125,197," $26,004.00 "
1611,3410172,21/08/2011,2011,8,166,206," $59,482.50 "
1465,3646069,21/08/2011,2011,8,169,255," $38,760.00 "
1909,3124006,20/08/2011,2011,8,110,83," $7,608.33 "
1257,3689890,19/08/2011,2011,8,166,153," $44,178.75 "
1257,3204039,19/08/2011,2011,8,108,60," $3,520.00 "
1887,3175754,19/08/2011,2011,8,122,285," $82,400.63 "
1682,3894805,18/08/2011,2011,8,285,364," $50,430.55 "
1126,3065031,18/08/2011,2011,8,108,214," $12,554.67 "
1520,3698077,18/08/2011,2011,8,125,147," $19,404.00 "
1628,3435349,17/08/2011,2011,8,214,162," $25,515.00 "
1386,3459602,17/08/2011,2011,8,108,244," $14,314.67 "
1973,3141498,17/08/2011,2011,8,292,231," $51,846.67 "
1917,3864119,17/08/2011,2011,8,204,133," $20,482.00 "
1137,3698521,16/08/2011,2011,8,217,237," $76,077.00 "
1864,3124810,16/08/2011,2011,8,114,177," $19,647.00 "
1629,3194454,16/08/2011,2011,8,140,72," $27,783.00 "
1995,3550133,16/08/2011,2011,8,169,246," $37,392.00 "
1130,3319439,16/08/2011,2011,8,148,65," $9,080.50 "
1054,3103303,16/08/2011,2011,8,173,120," $40,974.55 "
1137,3861956,16/08/2011,2011,8,292,220," $49,377.78 "
1612,3174640,16/08/2011,2011,8,105,135," $58,556.25 "
1395,3210558,16/08/2011,2011,8,268,112," $12,364.80 "
1257,3525371,15/08/2011,2011,8,157,23," $6,100.11 "
1125,3917745,15/08/2011,2011,8,141,263," $56,019.00 "
1251,3536721,15/08/2011,2011,8,292,155," $34,788.89 "
1226,3588901,15/08/2011,2011,8,214,188," $29,610.00 "
1331,3361429,14/08/2011,2011,8,220,116," $22,185.00 "
1184,3487325,14/08/2011,2011,8,149,14," $1,918.00 "
1187,3713551,14/08/2011,2011,8,274,57," $16,359.00 "
1995,3743520,14/08/2011,2011,8,125,16," $2,112.00 "
1630,3296501,13/08/2011,2011,8,217,165," $52,965.00 "
1183,3471534,13/08/2011,2011,8,243,158," $38,394.00 "
1467,3074017,13/08/2011,2011,8,193,34," $3,098.25 "
1269,3848903,13/08/2011,2011,8,251,203," $32,480.00 "
1386,3787084,13/08/2011,2011,8,124,60," $5,940.00 "
1613,3773350,13/08/2011,2011,8,157,50," $13,261.11 "
1463,3963352,13/08/2011,2011,8,280,176," $46,592.00 "
1522,3280728,13/08/2011,2011,8,235,247," $20,995.00 "
1522,3768885,12/08/2011,2011,8,140,82," $31,641.75 "
1226,3300287,12/08/2011,2011,8,246,70," $2,362.50 "
1520,3405796,12/08/2011,2011,8,180,20," $2,450.00 "
1591,3413094,12/08/2011,2011,8,280,141," $37,326.55 "
1281,3960662,11/08/2011,2011,8,183,48," $8,849.45 "
1806,3065331,10/08/2011,2011,8,108,20," $1,173.33 "
1887,3411538,10/08/2011,2011,8,183,109," $20,095.64 "
1815,3161790,10/08/2011,2011,8,122,52," $15,034.50 "
1973,3091640,10/08/2011,2011,8,228,179," $23,046.25 "
1455,3568492,10/08/2011,2011,8,206,164," $44,011.64 "
